#ValeursProches.dat
#QP puissance gauss-seidel
0.019699999999999936 320 22
0.019799999999999936 319 22
0.019899999999999935 317 22
0.019999999999999934 316 22
0.020099999999999934 314 22
0.020199999999999933 313 22
0.020299999999999933 311 22
0.020399999999999932 310 22
0.02049999999999993 308 22
0.02059999999999993 307 22
0.02069999999999993 305 22
0.02079999999999993 304 22
0.02089999999999993 302 22
0.02099999999999993 301 22
0.021099999999999928 299 22
0.021199999999999927 298 22
0.021299999999999927 296 22
0.021399999999999926 295 22
0.021499999999999925 294 22
0.021599999999999925 292 22
0.021699999999999924 291 22
0.021799999999999924 290 22
0.021899999999999923 288 22
0.021999999999999922 287 22
0.022099999999999922 286 22
0.02219999999999992 285 22
0.02229999999999992 283 22
0.02239999999999992 282 22
0.02249999999999992 281 22
0.02259999999999992 280 22
0.022699999999999918 278 22
0.022799999999999918 277 22
0.022899999999999917 276 22
0.022999999999999916 275 21
0.023099999999999916 273 21
0.023199999999999915 272 21
0.023299999999999915 271 21
0.023399999999999914 270 21
0.023499999999999913 269 21
0.023599999999999913 268 21
0.023699999999999912 267 21
0.02379999999999991 265 21
0.02389999999999991 264 21
0.02399999999999991 263 21
0.02409999999999991 262 21
0.02419999999999991 261 21
0.02429999999999991 260 21
0.024399999999999908 259 21
0.024499999999999907 258 21
0.024599999999999907 257 21
0.024699999999999906 256 21
0.024799999999999905 255 21
0.024899999999999905 254 21
0.024999999999999904 253 21
0.025099999999999904 252 21
0.025199999999999903 251 21
0.025299999999999902 250 21
0.025399999999999902 249 21
0.0254999999999999 248 21
0.0255999999999999 247 21
0.0256999999999999 246 21
0.0257999999999999 245 21
0.0258999999999999 244 21
0.025999999999999898 243 21
0.026099999999999898 242 21
0.026199999999999897 241 21
0.026299999999999896 240 21
0.026399999999999896 239 21
0.026499999999999895 239 21
0.026599999999999895 238 21
0.026699999999999894 237 21
0.026799999999999893 236 21
0.026899999999999893 235 21
0.026999999999999892 234 21
0.02709999999999989 233 21
0.02719999999999989 232 21
0.02729999999999989 232 21
0.02739999999999989 231 21
0.02749999999999989 230 21
0.02759999999999989 229 21
0.027699999999999888 228 21
0.027799999999999887 227 21
0.027899999999999887 227 21
0.027999999999999886 226 21
0.028099999999999885 225 21
0.028199999999999885 224 21
0.028299999999999884 223 21
0.028399999999999884 223 21
0.028499999999999883 222 21
0.028599999999999882 221 21
0.028699999999999882 220 21
0.02879999999999988 220 21
0.02889999999999988 219 21
0.02899999999999988 218 21
0.02909999999999988 217 21
0.02919999999999988 217 21
0.029299999999999878 216 21
0.029399999999999878 215 21
0.029499999999999877 214 21
0.029599999999999876 214 21
0.029699999999999876 213 21
0.029799999999999875 212 21
0.029899999999999875 212 21
0.029999999999999874 211 21
0.030099999999999873 210 21
0.030199999999999873 209 21
0.030299999999999872 209 21
0.03039999999999987 208 21
0.03049999999999987 207 21
0.03059999999999987 207 21
0.03069999999999987 206 20
0.03079999999999987 205 20
0.03089999999999987 205 20
0.030999999999999868 204 20
0.031099999999999867 203 20
0.031199999999999867 203 20
0.03129999999999987 202 20
0.03139999999999987 202 20
0.031499999999999875 201 20
0.03159999999999988 200 20
0.03169999999999988 200 20
0.031799999999999884 199 20
0.03189999999999989 198 20
0.03199999999999989 198 20
0.03209999999999989 197 20
0.032199999999999895 197 20
0.0322999999999999 196 20
0.0323999999999999 195 20
0.032499999999999904 195 20
0.03259999999999991 194 20
0.03269999999999991 194 20
0.03279999999999991 193 20
0.032899999999999915 192 20
0.03299999999999992 192 20
0.03309999999999992 191 20
0.033199999999999924 191 20
0.03329999999999993 190 20
0.03339999999999993 190 20
0.03349999999999993 189 20
0.033599999999999935 188 20
0.03369999999999994 188 20
0.03379999999999994 187 20
0.033899999999999944 187 20
0.03399999999999995 186 20
0.03409999999999995 186 20
0.03419999999999995 185 20
0.034299999999999956 185 20
0.03439999999999996 184 20
0.03449999999999996 183 20
0.034599999999999964 183 20
0.03469999999999997 182 20
0.03479999999999997 182 20
0.03489999999999997 181 20
0.034999999999999976 181 20
0.03509999999999998 180 20
0.03519999999999998 180 20
0.035299999999999984 179 20
0.03539999999999999 179 20
0.03549999999999999 178 20
0.03559999999999999 178 20
0.035699999999999996 177 20
0.0358 177 20
0.0359 176 20
0.036000000000000004 176 20
0.03610000000000001 175 20
0.03620000000000001 175 20
0.03630000000000001 174 20
0.036400000000000016 174 20
0.03650000000000002 173 20
0.03660000000000002 173 20
0.036700000000000024 173 20
0.03680000000000003 172 20
0.03690000000000003 172 20
0.03700000000000003 171 20
0.037100000000000036 171 20
0.03720000000000004 170 20
0.03730000000000004 170 20
0.037400000000000044 169 20
0.03750000000000005 169 20
0.03760000000000005 168 20
0.03770000000000005 168 20
0.037800000000000056 168 20
0.03790000000000006 167 20
0.03800000000000006 167 20
0.038100000000000064 166 20
0.03820000000000007 166 20
0.03830000000000007 165 20
0.03840000000000007 165 20
0.038500000000000076 165 20
0.03860000000000008 164 20
0.03870000000000008 164 20
0.038800000000000084 163 20
0.03890000000000009 163 20
0.03900000000000009 162 20
0.03910000000000009 162 20
0.039200000000000096 162 20
0.0393000000000001 161 20
0.0394000000000001 161 20
0.039500000000000104 160 20
0.03960000000000011 160 20
0.03970000000000011 160 20
0.03980000000000011 159 20
0.039900000000000116 159 20
0.04000000000000012 158 20
0.04010000000000012 158 20
0.040200000000000125 158 20
0.04030000000000013 157 20
0.04040000000000013 157 20
0.04050000000000013 156 20
0.040600000000000136 156 20
0.04070000000000014 156 20
0.04080000000000014 155 20
0.040900000000000145 155 19
0.04100000000000015 155 19
0.04110000000000015 154 19
0.04120000000000015 154 19
0.041300000000000156 153 19
0.04140000000000016 153 19
0.04150000000000016 153 19
0.041600000000000165 152 19
0.04170000000000017 152 19
0.04180000000000017 152 19
0.04190000000000017 151 19
0.042000000000000176 151 19
0.04210000000000018 151 19
0.04220000000000018 150 19
0.042300000000000185 150 19
0.04240000000000019 149 19
0.04250000000000019 149 19
0.04260000000000019 149 19
0.042700000000000196 148 19
0.0428000000000002 148 19
0.0429000000000002 148 19
0.043000000000000205 147 19
0.04310000000000021 147 19
0.04320000000000021 147 19
0.04330000000000021 146 19
0.043400000000000216 146 19
0.04350000000000022 146 19
0.04360000000000022 145 19
0.043700000000000225 145 19
0.04380000000000023 145 19
0.04390000000000023 144 19
0.04400000000000023 144 19
0.044100000000000236 144 19
0.04420000000000024 143 19
0.04430000000000024 143 19
0.044400000000000245 143 19
0.04450000000000025 142 19
0.04460000000000025 142 19
0.04470000000000025 142 19
0.044800000000000256 142 19
0.04490000000000026 141 19
0.04500000000000026 141 19
0.045100000000000265 141 19
0.04520000000000027 140 19
0.04530000000000027 140 19
0.045400000000000273 140 19
0.045500000000000276 139 19
0.04560000000000028 139 19
0.04570000000000028 139 19
0.045800000000000285 138 19
0.04590000000000029 138 19
0.04600000000000029 138 19
0.046100000000000294 138 19
0.046200000000000296 137 19
0.0463000000000003 137 19
0.0464000000000003 137 19
0.046500000000000305 136 19
0.04660000000000031 136 19
0.04670000000000031 136 19
0.046800000000000314 136 19
0.046900000000000316 135 19
0.04700000000000032 135 19
0.04710000000000032 135 19
0.047200000000000325 134 19
0.04730000000000033 134 19
0.04740000000000033 134 19
0.047500000000000334 134 19
0.047600000000000336 133 19
0.04770000000000034 133 19
0.04780000000000034 133 19
0.047900000000000345 132 19
0.04800000000000035 132 19
0.04810000000000035 132 19
0.048200000000000354 132 19
0.04830000000000036 131 19
0.04840000000000036 131 19
0.04850000000000036 131 19
0.048600000000000365 131 19
0.04870000000000037 130 19
0.04880000000000037 130 19
0.048900000000000374 130 19
0.04900000000000038 129 19
0.04910000000000038 129 19
0.04920000000000038 129 19
0.049300000000000385 129 19
0.04940000000000039 128 19
0.04950000000000039 128 19
0.049600000000000394 128 19
0.0497000000000004 128 19
0.0498000000000004 127 19
0.0499000000000004 127 19
0.050000000000000405 127 19
0.05010000000000041 127 19
0.05020000000000041 126 19
0.050300000000000414 126 19
0.05040000000000042 126 19
0.05050000000000042 126 19
0.05060000000000042 125 19
0.050700000000000425 125 19
0.05080000000000043 125 19
0.05090000000000043 125 19
0.051000000000000434 124 19
0.05110000000000044 124 19
0.05120000000000044 124 19
0.05130000000000044 124 19
0.051400000000000445 123 19
0.05150000000000045 123 19
0.05160000000000045 123 19
0.051700000000000454 123 19
0.05180000000000046 123 19
0.05190000000000046 122 19
0.05200000000000046 122 19
0.052100000000000465 122 19
0.05220000000000047 122 19
0.05230000000000047 121 19
0.052400000000000474 121 19
0.05250000000000048 121 19
0.05260000000000048 121 19
0.05270000000000048 120 19
0.052800000000000485 120 19
0.05290000000000049 120 19
0.05300000000000049 120 19
0.053100000000000494 120 19
0.0532000000000005 119 19
0.0533000000000005 119 19
0.0534000000000005 119 19
0.053500000000000505 119 19
0.05360000000000051 118 19
0.05370000000000051 118 19
0.053800000000000514 118 19
0.05390000000000052 118 19
0.05400000000000052 118 19
0.05410000000000052 117 19
0.054200000000000526 117 19
0.05430000000000053 117 19
0.05440000000000053 117 19
0.054500000000000534 117 19
0.05460000000000054 116 18
0.05470000000000054 116 18
0.05480000000000054 116 18
0.054900000000000546 116 18
0.05500000000000055 115 18
0.05510000000000055 115 18
0.055200000000000554 115 18
0.05530000000000056 115 18
0.05540000000000056 115 18
0.05550000000000056 114 18
0.055600000000000566 114 18
0.05570000000000057 114 18
0.05580000000000057 114 18
0.055900000000000574 114 18
0.05600000000000058 113 18
0.05610000000000058 113 18
0.05620000000000058 113 18
0.056300000000000586 113 18
0.05640000000000059 113 18
0.05650000000000059 112 18
0.056600000000000594 112 18
0.0567000000000006 112 18
0.0568000000000006 112 18
0.0569000000000006 112 18
0.057000000000000606 111 18
0.05710000000000061 111 18
0.05720000000000061 111 18
0.057300000000000614 111 18
0.05740000000000062 111 18
0.05750000000000062 110 18
0.05760000000000062 110 18
0.057700000000000626 110 18
0.05780000000000063 110 18
0.05790000000000063 110 18
0.058000000000000634 110 18
0.05810000000000064 109 18
0.05820000000000064 109 18
0.05830000000000064 109 18
0.058400000000000646 109 18
0.05850000000000065 109 18
0.05860000000000065 108 18
0.058700000000000654 108 18
0.05880000000000066 108 18
0.05890000000000066 108 18
0.05900000000000066 108 18
0.059100000000000666 108 18
0.05920000000000067 107 18
0.05930000000000067 107 18
0.059400000000000674 107 18
0.05950000000000068 107 18
0.05960000000000068 107 18
0.05970000000000068 106 18
0.059800000000000686 106 18
0.05990000000000069 106 18
0.06000000000000069 106 18
0.060100000000000695 106 18
0.0602000000000007 106 18
0.0603000000000007 105 18
0.0604000000000007 105 18
0.060500000000000706 105 18
0.06060000000000071 105 18
0.06070000000000071 105 18
0.060800000000000715 105 18
0.06090000000000072 104 18
0.06100000000000072 104 18
0.06110000000000072 104 18
0.061200000000000726 104 18
0.06130000000000073 104 18
0.06140000000000073 104 18
0.061500000000000735 103 18
0.06160000000000074 103 18
0.06170000000000074 103 18
0.06180000000000074 103 18
0.061900000000000746 103 18
0.06200000000000075 103 18
0.06210000000000075 102 18
0.062200000000000755 102 18
0.06230000000000076 102 18
0.06240000000000076 102 18
0.06250000000000076 102 18
0.06260000000000077 102 18
0.06270000000000077 101 18
0.06280000000000077 101 18
0.06290000000000077 101 18
0.06300000000000078 101 18
0.06310000000000078 101 18
0.06320000000000078 101 18
0.06330000000000079 100 18
0.06340000000000079 100 18
0.06350000000000079 100 18
0.0636000000000008 100 18
0.0637000000000008 100 18
0.0638000000000008 100 18
0.0639000000000008 100 18
0.0640000000000008 99 18
0.06410000000000081 99 18
0.06420000000000081 99 18
0.06430000000000081 99 18
0.06440000000000082 99 18
0.06450000000000082 99 18
0.06460000000000082 98 18
0.06470000000000083 98 18
0.06480000000000083 98 18
0.06490000000000083 98 18
0.06500000000000083 98 18
0.06510000000000084 98 18
0.06520000000000084 98 18
0.06530000000000084 97 18
0.06540000000000085 97 18
0.06550000000000085 97 18
0.06560000000000085 97 18
0.06570000000000085 97 18
0.06580000000000086 97 18
0.06590000000000086 97 18
0.06600000000000086 96 18
0.06610000000000087 96 18
0.06620000000000087 96 18
0.06630000000000087 96 18
0.06640000000000087 96 18
0.06650000000000088 96 18
0.06660000000000088 96 18
0.06670000000000088 95 18
0.06680000000000089 95 18
0.06690000000000089 95 18
0.06700000000000089 95 18
0.0671000000000009 95 18
0.0672000000000009 95 18
0.0673000000000009 95 18
0.0674000000000009 94 18
0.0675000000000009 94 18
0.06760000000000091 94 18
0.06770000000000091 94 18
0.06780000000000092 94 18
0.06790000000000092 94 18
0.06800000000000092 94 18
0.06810000000000092 93 18
0.06820000000000093 93 18
0.06830000000000093 93 18
0.06840000000000093 93 18
0.06850000000000094 93 18
0.06860000000000094 93 18
0.06870000000000094 93 18
0.06880000000000094 92 18
0.06890000000000095 92 18
0.06900000000000095 92 18
0.06910000000000095 92 18
0.06920000000000096 92 18
0.06930000000000096 92 18
0.06940000000000096 92 18
0.06950000000000096 92 18
0.06960000000000097 91 18
0.06970000000000097 91 18
0.06980000000000097 91 18
0.06990000000000098 91 18
0.07000000000000098 91 18
0.07010000000000098 91 18
0.07020000000000098 91 18
0.07030000000000099 91 18
0.07040000000000099 90 18
0.07050000000000099 90 18
0.070600000000001 90 18
0.070700000000001 90 18
0.070800000000001 90 18
0.070900000000001 90 18
0.071000000000001 90 18
0.07110000000000101 90 18
0.07120000000000101 89 18
0.07130000000000102 89 18
0.07140000000000102 89 18
0.07150000000000102 89 18
0.07160000000000102 89 18
0.07170000000000103 89 18
0.07180000000000103 89 18
0.07190000000000103 89 18
0.07200000000000104 88 18
0.07210000000000104 88 18
0.07220000000000104 88 18
0.07230000000000104 88 18
0.07240000000000105 88 18
0.07250000000000105 88 18
0.07260000000000105 88 18
0.07270000000000106 88 18
0.07280000000000106 87 17
0.07290000000000106 87 17
0.07300000000000106 87 17
0.07310000000000107 87 17
0.07320000000000107 87 17
0.07330000000000107 87 17
0.07340000000000108 87 17
0.07350000000000108 87 17
0.07360000000000108 87 17
0.07370000000000108 86 17
0.07380000000000109 86 17
0.07390000000000109 86 17
0.07400000000000109 86 17
0.0741000000000011 86 17
0.0742000000000011 86 17
0.0743000000000011 86 17
0.0744000000000011 86 17
0.07450000000000111 85 17
0.07460000000000111 85 17
0.07470000000000111 85 17
0.07480000000000112 85 17
0.07490000000000112 85 17
0.07500000000000112 85 17
0.07510000000000112 85 17
0.07520000000000113 85 17
0.07530000000000113 85 17
0.07540000000000113 84 17
0.07550000000000114 84 17
0.07560000000000114 84 17
0.07570000000000114 84 17
0.07580000000000114 84 17
0.07590000000000115 84 17
0.07600000000000115 84 17
0.07610000000000115 84 17
0.07620000000000116 84 17
0.07630000000000116 83 17
0.07640000000000116 83 17
0.07650000000000116 83 17
0.07660000000000117 83 17
0.07670000000000117 83 17
0.07680000000000117 83 17
0.07690000000000118 83 17
0.07700000000000118 83 17
0.07710000000000118 83 17
0.07720000000000118 83 17
0.07730000000000119 82 17
0.07740000000000119 82 17
0.07750000000000119 82 17
0.0776000000000012 82 17
0.0777000000000012 82 17
0.0778000000000012 82 17
0.0779000000000012 82 17
0.07800000000000121 82 17
0.07810000000000121 82 17
0.07820000000000121 81 17
0.07830000000000122 81 17
0.07840000000000122 81 17
0.07850000000000122 81 17
0.07860000000000122 81 17
0.07870000000000123 81 17
0.07880000000000123 81 17
0.07890000000000123 81 17
0.07900000000000124 81 17
0.07910000000000124 81 17
0.07920000000000124 80 17
0.07930000000000124 80 17
0.07940000000000125 80 17
0.07950000000000125 80 17
0.07960000000000125 80 17
0.07970000000000126 80 17
0.07980000000000126 80 17
0.07990000000000126 80 17
0.08000000000000126 80 17
0.08010000000000127 80 17
0.08020000000000127 79 17
0.08030000000000127 79 17
0.08040000000000128 79 17
0.08050000000000128 79 17
0.08060000000000128 79 17
0.08070000000000128 79 17
0.08080000000000129 79 17
0.08090000000000129 79 17
0.0810000000000013 79 17
0.0811000000000013 79 17
0.0812000000000013 79 17
0.0813000000000013 78 17
0.0814000000000013 78 17
0.08150000000000131 78 17
0.08160000000000131 78 17
0.08170000000000131 78 17
0.08180000000000132 78 17
0.08190000000000132 78 17
0.08200000000000132 78 17
0.08210000000000132 78 17
0.08220000000000133 78 17
0.08230000000000133 77 17
0.08240000000000133 77 17
0.08250000000000134 77 17
0.08260000000000134 77 17
0.08270000000000134 77 17
0.08280000000000134 77 17
0.08290000000000135 77 17
0.08300000000000135 77 17
0.08310000000000135 77 17
0.08320000000000136 77 17
0.08330000000000136 77 17
0.08340000000000136 76 17
0.08350000000000136 76 17
0.08360000000000137 76 17
0.08370000000000137 76 17
0.08380000000000137 76 17
0.08390000000000138 76 17
0.08400000000000138 76 17
0.08410000000000138 76 17
0.08420000000000138 76 17
0.08430000000000139 76 17
0.08440000000000139 76 17
0.0845000000000014 75 17
0.0846000000000014 75 17
0.0847000000000014 75 17
0.0848000000000014 75 17
0.0849000000000014 75 17
0.08500000000000141 75 17
0.08510000000000141 75 17
0.08520000000000141 75 17
0.08530000000000142 75 17
0.08540000000000142 75 17
0.08550000000000142 75 17
0.08560000000000142 75 17
0.08570000000000143 74 17
0.08580000000000143 74 17
0.08590000000000143 74 17
0.08600000000000144 74 17
0.08610000000000144 74 17
0.08620000000000144 74 17
0.08630000000000144 74 17
0.08640000000000145 74 17
0.08650000000000145 74 17
0.08660000000000145 74 17
0.08670000000000146 74 17
0.08680000000000146 73 17
0.08690000000000146 73 17
0.08700000000000147 73 17
0.08710000000000147 73 17
0.08720000000000147 73 17
0.08730000000000147 73 17
0.08740000000000148 73 17
0.08750000000000148 73 17
0.08760000000000148 73 17
0.08770000000000149 73 17
0.08780000000000149 73 17
0.08790000000000149 73 17
0.0880000000000015 73 17
0.0881000000000015 72 17
0.0882000000000015 72 17
0.0883000000000015 72 17
0.0884000000000015 72 17
0.08850000000000151 72 17
0.08860000000000151 72 17
0.08870000000000151 72 17
0.08880000000000152 72 17
0.08890000000000152 72 17
0.08900000000000152 72 17
0.08910000000000153 72 17
0.08920000000000153 72 17
0.08930000000000153 71 17
0.08940000000000153 71 17
0.08950000000000154 71 17
0.08960000000000154 71 17
0.08970000000000154 71 17
0.08980000000000155 71 17
0.08990000000000155 71 17
0.09000000000000155 71 17
0.09010000000000155 71 17
0.09020000000000156 71 17
0.09030000000000156 71 17
0.09040000000000156 71 17
0.09050000000000157 71 17
0.09060000000000157 70 17
0.09070000000000157 70 17
0.09080000000000157 70 17
0.09090000000000158 70 17
0.09100000000000158 70 17
0.09110000000000158 70 17
0.09120000000000159 70 17
0.09130000000000159 70 17
0.09140000000000159 70 17
0.0915000000000016 70 17
0.0916000000000016 70 17
0.0917000000000016 70 17
0.0918000000000016 70 17
0.0919000000000016 69 17
0.09200000000000161 69 17
0.09210000000000161 69 17
0.09220000000000161 69 17
0.09230000000000162 69 17
0.09240000000000162 69 17
0.09250000000000162 69 17
0.09260000000000163 69 17
0.09270000000000163 69 17
0.09280000000000163 69 17
0.09290000000000163 69 17
0.09300000000000164 69 17
0.09310000000000164 69 17
0.09320000000000164 69 17
0.09330000000000165 68 17
0.09340000000000165 68 17
0.09350000000000165 68 17
0.09360000000000165 68 17
0.09370000000000166 68 17
0.09380000000000166 68 17
0.09390000000000166 68 17
0.09400000000000167 68 17
0.09410000000000167 68 17
0.09420000000000167 68 17
0.09430000000000167 68 17
0.09440000000000168 68 17
0.09450000000000168 68 17
0.09460000000000168 68 17
0.09470000000000169 67 17
0.09480000000000169 67 17
0.09490000000000169 67 17
0.0950000000000017 67 17
0.0951000000000017 67 17
0.0952000000000017 67 17
0.0953000000000017 67 17
0.0954000000000017 67 17
0.09550000000000171 67 17
0.09560000000000171 67 17
0.09570000000000171 67 17
0.09580000000000172 67 17
0.09590000000000172 67 17
0.09600000000000172 67 17
0.09610000000000173 66 17
0.09620000000000173 66 17
0.09630000000000173 66 17
0.09640000000000173 66 17
0.09650000000000174 66 17
0.09660000000000174 66 17
0.09670000000000174 66 17
0.09680000000000175 66 17
0.09690000000000175 66 17
0.09700000000000175 66 16
0.09710000000000175 66 16
0.09720000000000176 66 16
0.09730000000000176 66 16
0.09740000000000176 66 16
0.09750000000000177 66 16
0.09760000000000177 65 16
0.09770000000000177 65 16
0.09780000000000177 65 16
0.09790000000000178 65 16
0.09800000000000178 65 16
0.09810000000000178 65 16
0.09820000000000179 65 16
0.09830000000000179 65 16
0.09840000000000179 65 16
0.0985000000000018 65 16
0.0986000000000018 65 16
0.0987000000000018 65 16
0.0988000000000018 65 16
0.0989000000000018 65 16
0.09900000000000181 65 16
0.09910000000000181 64 16
0.09920000000000181 64 16
0.09930000000000182 64 16
0.09940000000000182 64 16
0.09950000000000182 64 16
0.09960000000000183 64 16
0.09970000000000183 64 16
0.09980000000000183 64 16
0.09990000000000183 64 16
0.10000000000000184 64 16
0.10010000000000184 64 16
0.10020000000000184 64 16
0.10030000000000185 64 16
0.10040000000000185 64 16
0.10050000000000185 64 16
0.10060000000000185 64 16
0.10070000000000186 63 16
0.10080000000000186 63 16
0.10090000000000186 63 16
0.10100000000000187 63 16
0.10110000000000187 63 16
0.10120000000000187 63 16
0.10130000000000187 63 16
0.10140000000000188 63 16
0.10150000000000188 63 16
0.10160000000000188 63 16
0.10170000000000189 63 16
0.10180000000000189 63 16
0.10190000000000189 63 16
0.1020000000000019 63 16
0.1021000000000019 63 16
0.1022000000000019 63 16
0.1023000000000019 62 16
0.1024000000000019 62 16
0.10250000000000191 62 16
0.10260000000000191 62 16
0.10270000000000191 62 16
0.10280000000000192 62 16
0.10290000000000192 62 16
0.10300000000000192 62 16
0.10310000000000193 62 16
0.10320000000000193 62 16
0.10330000000000193 62 16
0.10340000000000193 62 16
0.10350000000000194 62 16
0.10360000000000194 62 16
0.10370000000000194 62 16
0.10380000000000195 62 16
0.10390000000000195 62 16
0.10400000000000195 61 16
0.10410000000000195 61 16
0.10420000000000196 61 16
0.10430000000000196 61 16
0.10440000000000196 61 16
0.10450000000000197 61 16
0.10460000000000197 61 16
0.10470000000000197 61 16
0.10480000000000197 61 16
0.10490000000000198 61 16
0.10500000000000198 61 16
0.10510000000000198 61 16
0.10520000000000199 61 16
0.10530000000000199 61 16
0.10540000000000199 61 16
0.105500000000002 61 16
0.105600000000002 61 16
0.105700000000002 61 16
0.105800000000002 60 16
0.105900000000002 60 16
0.10600000000000201 60 16
0.10610000000000201 60 16
0.10620000000000202 60 16
0.10630000000000202 60 16
0.10640000000000202 60 16
0.10650000000000202 60 16
0.10660000000000203 60 16
0.10670000000000203 60 16
0.10680000000000203 60 16
